run_dir,model_type,test_loss,test_corr,best_val_corr,total_params,trainable_params,epochs_trained,mean_pattern_corr,loo_mean_corr,model_sample_mean_corr,neurons_model_beats_loo,experiment,status,kernel_sizes,learning_rate,weight_decay,conv_channels
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0177_learning_rate=0.01,cnn,0.16694887578487397,0.3204256421513042,0.32496972004570096,234623,234623,32,0.6202232097508188,0.47275709111471625,0.4985751511954821,33,trial_0177_learning_rate=0.01,completed,[30],0.01,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0178_learning_rate=0.01,cnn,0.16763042283058166,0.3324815980849816,0.3364960265997106,452799,452799,27,0.6552258615376739,0.47275709111471625,0.5257771678812831,36,trial_0178_learning_rate=0.01,completed,[30],0.01,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0179_learning_rate=0.01,cnn,0.16715799582004548,0.3338269564930307,0.3366286707877643,889151,889151,23,0.6438898568023206,0.47275709111471625,0.5236187902807989,37,trial_0179_learning_rate=0.01,completed,[30],0.01,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0180_learning_rate=1.0e-04,cnn,0.17167384743690492,0.2984018104457389,0.3011611034888878,436223,436223,50,0.5356017643202701,0.47275709111471625,0.4817228475278035,31,trial_0180_learning_rate=1.0e-04,completed,[60],0.0001,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0181_learning_rate=1.0e-04,cnn,0.1714828542470932,0.30600567844816856,0.30863690371675595,855999,855999,49,0.5543626673257106,0.47275709111471625,0.5192371848028949,36,trial_0181_learning_rate=1.0e-04,completed,[60],0.0001,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0182_learning_rate=1.0e-04,cnn,0.16989096903800965,0.3061082810027993,0.3109134917913535,1695551,1695551,31,0.5554910046956221,0.47275709111471625,0.5291961099379828,38,trial_0182_learning_rate=1.0e-04,completed,[60],0.0001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0183_learning_rate=1.0e-04,cnn,0.1720376614332199,0.2955904781878174,0.3008734598083354,436223,436223,50,0.5275377222927772,0.47275709111471625,0.48138310643258697,32,trial_0183_learning_rate=1.0e-04,completed,[60],0.0001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0184_learning_rate=1.0e-04,cnn,0.17078602242469787,0.3051671312998167,0.3096009351944362,855999,855999,41,0.5434341554923823,0.47275709111471625,0.5139202324506819,36,trial_0184_learning_rate=1.0e-04,completed,[60],0.0001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0185_learning_rate=1.0e-04,cnn,0.1703194431066513,0.3057743949595635,0.3128570476824257,1695551,1695551,31,0.5551040172029447,0.47275709111471625,0.5270855990653829,38,trial_0185_learning_rate=1.0e-04,completed,[60],0.0001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0186_learning_rate=1.0e-04,cnn,0.17207417404651643,0.2940564455460119,0.2995992839598547,436223,436223,50,0.5298729767659244,0.47275709111471625,0.47617920730844854,34,trial_0186_learning_rate=1.0e-04,completed,[60],0.0001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0187_learning_rate=1.0e-04,cnn,0.17135550963878632,0.3023389571218246,0.30664278410826823,855999,855999,42,0.5575214175218006,0.47275709111471625,0.5193338909665863,35,trial_0187_learning_rate=1.0e-04,completed,[60],0.0001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0188_learning_rate=1.0e-04,cnn,0.17022454476356505,0.3086361160253114,0.3129684883131239,1695551,1695551,34,0.5930486345386409,0.47275709111471625,0.551521788531166,41,trial_0188_learning_rate=1.0e-04,completed,[60],0.0001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0189_learning_rate=1.0e-04,cnn,0.17159240257740022,0.2972794732856045,0.3009980486356622,436223,436223,50,0.5297005030004841,0.47275709111471625,0.4844629814998234,32,trial_0189_learning_rate=1.0e-04,completed,[60],0.0001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0190_learning_rate=1.0e-04,cnn,0.17141243374347687,0.30116010913719704,0.30635710639094155,855999,855999,42,0.5379174591641588,0.47275709111471625,0.5068377090869677,34,trial_0190_learning_rate=1.0e-04,completed,[60],0.0001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0191_learning_rate=1.0e-04,cnn,0.16997837352752684,0.3061871000342482,0.3122054242558805,1695551,1695551,28,0.5406678231549003,0.47275709111471625,0.5212690870032801,38,trial_0191_learning_rate=1.0e-04,completed,[60],0.0001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0192_learning_rate=1.0e-03,cnn,0.16936451923847198,0.309282684492292,0.312958048363581,436223,436223,29,0.5712836162568207,0.47275709111471625,0.5010044488011828,32,trial_0192_learning_rate=1.0e-03,completed,[60],0.001,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0193_learning_rate=1.0e-03,cnn,0.1680657147169113,0.3199290275325064,0.3246802225686665,855999,855999,24,0.5841439298770494,0.47275709111471625,0.5219082880704101,38,trial_0193_learning_rate=1.0e-03,completed,[60],0.001,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0194_learning_rate=1.0e-03,cnn,0.16778627252578734,0.3241506236813341,0.3302360450274815,1695551,1695551,20,0.5917690738390873,0.47275709111471625,0.5379692844845291,40,trial_0194_learning_rate=1.0e-03,completed,[60],0.001,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0195_learning_rate=1.0e-03,cnn,0.1689850035905838,0.3104139379976652,0.3126453295777378,436223,436223,27,0.5629930541848063,0.47275709111471625,0.4954295006297945,34,trial_0195_learning_rate=1.0e-03,completed,[60],0.001,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0196_learning_rate=1.0e-03,cnn,0.1681769185066223,0.3220603807522217,0.3249297338633101,855999,855999,25,0.6017110090660376,0.47275709111471625,0.5354946754101061,36,trial_0196_learning_rate=1.0e-03,completed,[60],0.001,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0197_learning_rate=1.0e-03,cnn,0.1675664553642273,0.3248289857880808,0.3298058790317483,1695551,1695551,20,0.5924763444477786,0.47275709111471625,0.5379311303106807,38,trial_0197_learning_rate=1.0e-03,completed,[60],0.001,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0198_learning_rate=1.0e-03,cnn,0.16928864789009093,0.3100775400888526,0.3139339433694992,436223,436223,29,0.5635241116984837,0.47275709111471625,0.4941372015989054,33,trial_0198_learning_rate=1.0e-03,completed,[60],0.001,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0199_learning_rate=1.0e-03,cnn,0.16745178389549256,0.3233435331148924,0.3279237063234357,855999,855999,24,0.6131900916047356,0.47275709111471625,0.5370879986927853,40,trial_0199_learning_rate=1.0e-03,completed,[60],0.001,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0200_learning_rate=1.0e-03,cnn,0.1671091401576996,0.32511628852842234,0.33128984379475895,1695551,1695551,18,0.5848069025218946,0.47275709111471625,0.5348687459323944,38,trial_0200_learning_rate=1.0e-03,completed,[60],0.001,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0201_learning_rate=1.0e-03,cnn,0.16949894332885743,0.30678194526559843,0.3114292005096105,436223,436223,27,0.5656148547672148,0.47275709111471625,0.4949176274921214,32,trial_0201_learning_rate=1.0e-03,completed,[60],0.001,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0202_learning_rate=1.0e-03,cnn,0.16837246096134187,0.31924798678963956,0.32450856794872784,855999,855999,25,0.6016408719075519,0.47275709111471625,0.5305218812444383,39,trial_0202_learning_rate=1.0e-03,completed,[60],0.001,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0203_learning_rate=1.0e-03,cnn,0.16732035779953003,0.3269713432061046,0.33076951434168705,1695551,1695551,19,0.59295285676923,0.47275709111471625,0.5339058328288593,38,trial_0203_learning_rate=1.0e-03,completed,[60],0.001,0.001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0204_learning_rate=0.01,cnn,0.1706227594614029,0.30460047882579916,0.30358059710662383,436223,436223,25,0.5527877932951033,0.47275709111471625,0.46238018088940885,29,trial_0204_learning_rate=0.01,completed,[60],0.01,0.0,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0205_learning_rate=0.01,cnn,0.16980274713039398,0.31898487654130664,0.3208120280010733,855999,855999,23,0.5948414127185461,0.47275709111471625,0.4925667095933954,33,trial_0205_learning_rate=0.01,completed,[60],0.01,0.0,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0206_learning_rate=0.01,cnn,0.16853886771202087,0.3221675032989729,0.3241391206218892,1695551,1695551,18,0.6037123242551762,0.47275709111471625,0.5008652020816773,33,trial_0206_learning_rate=0.01,completed,[60],0.01,0.0,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0207_learning_rate=0.01,cnn,0.17135491156578064,0.3021385569551537,0.30490732365192036,436223,436223,26,0.5424172297480141,0.47275709111471625,0.45627378610591224,27,trial_0207_learning_rate=0.01,completed,[60],0.01,1e-05,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0208_learning_rate=0.01,cnn,0.17005203235149383,0.31918218191978287,0.3193896980652958,855999,855999,24,0.571379579198865,0.47275709111471625,0.48037102614570754,32,trial_0208_learning_rate=0.01,completed,[60],0.01,1e-05,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0209_learning_rate=0.01,cnn,0.16735727202892303,0.32367008232002764,0.32642348702002383,1695551,1695551,17,0.5804393182999098,0.47275709111471625,0.48903571883038777,33,trial_0209_learning_rate=0.01,completed,[60],0.01,1e-05,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0210_learning_rate=0.01,cnn,0.16916959273815155,0.30810338889020394,0.3091343590711787,436223,436223,24,0.5502717512346803,0.47275709111471625,0.4631469131392045,30,trial_0210_learning_rate=0.01,completed,[60],0.01,0.0001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0211_learning_rate=0.01,cnn,0.17010874247550964,0.3189975575384452,0.3180927637334545,855999,855999,24,0.589639539275419,0.47275709111471625,0.4914408851293282,33,trial_0211_learning_rate=0.01,completed,[60],0.01,0.0001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0212_learning_rate=0.01,cnn,0.16694071912765504,0.32756150995617295,0.3271178709870455,1695551,1695551,17,0.5968342155644191,0.47275709111471625,0.49785836284520224,30,trial_0212_learning_rate=0.01,completed,[60],0.01,0.0001,[256]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0213_learning_rate=0.01,cnn,0.1700866594314575,0.3059840234166153,0.3076857451313082,436223,436223,26,0.5507142606845443,0.47275709111471625,0.4660259150894022,29,trial_0213_learning_rate=0.01,completed,[60],0.01,0.001,[64]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0214_learning_rate=0.01,cnn,0.1686967898607254,0.31571050579689464,0.31922260826512155,855999,855999,20,0.5770980028355356,0.47275709111471625,0.4801959828117286,30,trial_0214_learning_rate=0.01,completed,[60],0.01,0.001,[128]
results/base_cnn_kernel_sweep_2026-02-15_19-39-07/trial_0215_learning_rate=0.01,cnn,0.16734655106067658,0.3221382812516752,0.3246549795133266,1695551,1695551,18,0.5916565830832589,0.47275709111471625,0.4988174442454465,32,trial_0215_learning_rate=0.01,completed,[60],0.01,0.001,[256]
